SiteID,NO2.ugm3,NO.ugm3,PM2.5.SC1,PM2.5.SC2,PM2.5,BlkCarbon,ExpRL.25,ExpRL.50,ExpRL.100,ExpRL.200,ExpRL.300,ExpRL.500,ExpRL.1000,ExpRL.1500,ExpRL.2000,ExpRL.3000,ExpRL.4000,ExpRL.5000,MainRL.25,MainRL.50,MainRL.100,MainRL.200,MainRL.300,MainRL.500,MainRL.1000,MainRL.1500,MainRL.2000,MainRL.3000,MainRL.4000,MainRL.5000,SecRL.25,SecRL.50,SecRL.100,SecRL.200,SecRL.300,SecRL.500,SecRL.1000,SecRL.1500,SecRL.2000,SecRL.3000,SecRL.4000,SecRL.5000,ElvRL.25,ElvRL.50,ElvRL.100,ElvRL.200,ElvRL.300,ElvRL.500,ElvRL.1000,ElvRL.1500,ElvRL.2000,ElvRL.3000,ElvRL.4000,ElvRL.5000,ExpAADT.25,ExpAADT.50,ExpAADT.100,ExpAADT.200,ExpAADT.300,ExpAADT.500,ExpAADT.1000,ExpAADT.1500,ExpAADT.2000,ExpAADT.3000,ExpAADT.4000,ExpAADT.5000,MainAADT.25,MainAADT.50,MainAADT.100,MainAADT.200,MainAADT.300,MainAADT.500,MainAADT.1000,MainAADT.1500,MainAADT.2000,MainAADT.3000,MainAADT.4000,MainAADT.5000,SecAADT.25,SecAADT.50,SecAADT.100,SecAADT.200,SecAADT.300,SecAADT.500,SecAADT.1000,SecAADT.1500,SecAADT.2000,SecAADT.3000,SecAADT.4000,SecAADT.5000,Long,Lat,Elevation,FlightRouteBuf,AspRatio,Dist_Airport,Dist_Coast,Dist_Port,Dist_ShippingLanes,DistUnRHighVol,Dist_MTRline,Dist_MTRstn,Dist_FerryTerm,Dist_Incin,Dist_Crematorium,Dist_CrossBrdVehTm,Dist_TollGate,Dist_ShenzhenP,Dist_Lamma,Dist_PowerStnt,Dist_PStntswoPenny,LnDist_Airport,LnDist_Coast,LnDist_Port,LnDist_ShippingLanes,LnDistUnRHighVol,LnDist_MTRline,LnDist_MTRstn,LnDist_FerryTerm,LnDist_Incin,LnDist_Crematorium,LnDist_CrossBrdVehTm,LnDist_TollGate,LnDist_ShenzhenP,LnDist_Lamma,LnDist_PowerStnt,LnDist_PStntswoPenny,BldArD.25,BldArD.50,BldArD.100,BldArD.200,BldArD.300,BldArD.500,BldArD.1000,BldArD.1500,BldArD.2000,BldArD.3000,BldArD.4000,BldArD.5000,BldVolD.25,BldVolD.50,BldVolD.100,BldVolD.200,BldVolD.300,BldVolD.500,BldVolD.1000,BldVolD.1500,BldVolD.2000,BldVolD.3000,BldVolD.4000,BldVolD.5000,BusTD.50,BusTD.100,BusTD.200,BusTD.300,BusTD.500,BusTD.1000,BusTD.1500,BusTD.2000,BusTD.3000,BusTD.4000,BusTD.5000,CarPD.25,CarPD.50,CarPD.100,CarPD.200,CarPD.300,CarPD.500,CarPD.1000,CarPD.1500,CarPD.2000,CarPD.3000,CarPD.4000,CarPD.5000,FoodStD.50,FoodStD.100,FoodStD.200,FoodStD.300,FoodStD.500,FoodStD.1000,FoodStD.1500,FoodStD.2000,FoodStD.3000,FoodStD.4000,FoodStD.5000,TmplD.100,TmplD.200,TmplD.300,TmplD.500,TmplD.1000,TmplD.1500,TmplD.2000,TmplD.3000,TmplD.4000,TmplD.5000,PopD.25,PopD.50,PopD.100,PopD.200,PopD.300,PopD.500,PopD.1000,PopD.1500,PopD.2000,PopD.3000,PopD.4000,PopD.5000,PrkArD.25,PrkArD.50,PrkArD.100,PrkArD.200,PrkArD.300,PrkArD.500,PrkArD.1000,PrkArD.1500,PrkArD.2000,PrkArD.3000,PrkArD.4000,PrkArD.5000,OpArT.25,OpArT.50,OpArT.100,OpArT.200,OpArT.300,OpArT.500,OpArT.1000,OpArT.1500,OpArT.2000,OpArT.3000,OpArT.4000,OpArT.5000,ParkT.25,ParkT.50,ParkT.100,ParkT.200,ParkT.300,ParkT.500,ParkT.1000,ParkT.1500,ParkT.2000,ParkT.3000,ParkT.4000,ParkT.5000,ComT.25,ComT.50,ComT.100,ComT.200,ComT.300,ComT.500,ComT.1000,ComT.1500,ComT.2000,ComT.3000,ComT.4000,ComT.5000,GovT.25,GovT.50,GovT.100,GovT.200,GovT.300,GovT.500,GovT.1000,GovT.1500,GovT.2000,GovT.3000,GovT.4000,GovT.5000,ResT.25,ResT.50,ResT.100,ResT.200,ResT.300,ResT.500,ResT.1000,ResT.1500,ResT.2000,ResT.3000,ResT.4000,ResT.5000,MixT.25,MixT.50,MixT.100,MixT.200,MixT.300,MixT.500,MixT.1000,MixT.1500,MixT.2000,MixT.3000,MixT.4000,MixT.5000,IndT.25,IndT.50,IndT.100,IndT.200,IndT.300,IndT.500,IndT.1000,IndT.1500,IndT.2000,IndT.3000,IndT.4000,IndT.5000,InterD.25,InterD.50,InterD.100,InterD.200,InterD.300,InterD.500,InterD.1000,InterD.1500,InterD.2000,InterD.3000,InterD.4000,InterD.5000,MiniBusD.25,MiniBusD.50,MiniBusD.100,MiniBusD.200,MiniBusD.300,MiniBusD.500,MiniBusD.1000,MiniBusD.1500,MiniBusD.2000,MiniBusD.3000,MiniBusD.4000,MiniBusD.5000,Predictions-Lenwo,Eat.500,Gas.500
CW-A-1,125.9355602,110.0675794,19.44915774,45.71297742,32.58106758,10.50807447,0,0,0,0,0,0,0,0,0,196.74,7273.801632,15833.0318,83.69086051,220.8428738,668.6241617,2857.151997,5610.336658,14046.87875,32403.08,46647.85,72531.57,151268.73,277813.1435,329532.3671,0,0,97.46217365,825.1755932,3967.662206,12627.7444,41496.96,77214.18,124524.13,216541.75,394217.8335,550418.8726,0,0,0,0,12.8306243,2096.67714,8684.55,13633.87,23247.5,60387.22,101594.6366,122402.0876,0,0,0,0,0,0,0,0,0,0,1213735.96,2862333.9,0,66753.66,196130.6,994752.46,2413937.44,8557396.62,19072011.68,25464906.3,31269751.12,51883840.7,84380049.52,102565769.9,0,0,30724.18,157232,1069351.79,3862500.77,12874235.67,19682716.33,26475609.54,41269264.07,71829776.09,105413392.3,114.158119,22.28178,66,B,6.623529,22290.75,280.8918,5133.85,837.44,3857.76,12.3931,1.7758,980.7647,3790.94,7864.76,1765.28,2401.16,31165.2814,8246.318045,8246.318045,8246.318045,10.01192725,5.637969677,8.543610755,6.730349649,8.257843,2.517138174,0.574271448,6.888332589,8.240370332,8.97014771,7.476067024,7.783706716,10.34705998,9.017522082,9.017522082,9.017522082,0.135744041,0.45986293,0.566133022,0.4903403,0.44740851,0.36244785,0.262182707,0.176123795,0.152126678,0.120398341,0.11513145,0.104729536,0,26.37883427,32.16906957,32.4999754,24.72648899,19.07519258,11.1004301,6.973364621,5.506095443,4.251451773,3.51866259,3.133598961,0,0,1.59E-05,1.06E-05,1.15E-05,8.59E-06,4.39E-06,3.10E-06,1.95E-06,1.69E-06,1.43E-06,0,0,0,1.59E-05,1.77E-05,2.55E-05,1.43E-05,9.20E-06,9.07E-06,7.71E-06,7.32E-06,6.60E-06,0,0,0,0,0,3.18E-07,2.83E-07,3.18E-07,2.83E-07,3.38E-07,3.31E-07,0,0,0,0,9.55E-07,8.49E-07,5.57E-07,3.18E-07,4.58E-07,3.95E-07,0.0027,0.002752,0.003212,0.004678,0.00567,0.007407,0.019047,0.019866,0.017157,0.015344,0.017081,0.018085,0,0,0,0.00031831,0.001257187,0.001301805,0.00115964,0.000911801,0.000918511,0.001084899,0.001180651,0.001196949,0,0,0,8452.102383,38468.64362,151819.599,398124.6108,517990.6306,838415.5824,2273285.92,3955738.85,5530578.578,0,0,0,0,5446.211044,46351.10161,328409.9206,1525892.831,3210704.91,9342384.55,15249972.19,19782353.11,250.936798,3552.061779,18190.82794,69030.92241,120874.8427,168556.3293,222124.5183,231406.4163,300123.0698,749590.75,888150.27,1010870.294,0,0,0,969.524263,24006.93206,104832.5585,327754.9625,557016.5458,797469.8666,1518895.98,3791307.16,4914275.933,0,0,0,0,0,4623.073408,450339.5577,914065.1598,1539196.744,2296106.13,4733910.5,7049153.172,0,0,0,0,3269.104512,59685.7224,212718.8877,320294.7292,476385.9698,810839.23,955223.74,1097961.001,0,0,0,0,0,0,0,0,0,0,19935.41,128111.1633,0,0.000381972,0.000254648,0.000342183,0.000290016,0.000336135,0.000215814,0.000142886,0.000112841,8.56E-05,8.12E-05,6.84E-05,0,0,0,0,1.06E-05,5.09E-06,3.82E-06,1.98E-06,1.75E-06,1.52E-06,1.59E-06,1.59E-06,138.1108675,60,1
CW-B-2,94.45154823,,27.56605077,41.82928064,34.69766571,3.850005288,0,0,0,0,0,0,0,0,0,0,6561.696973,11676.15856,0,0,99.4435178,1039.455284,3148.157653,12444.20566,32997.51,48391.29,75562.96,139555.09,264921.0271,320063.639,102.5919355,342.2846913,1189.213377,2774.272378,5391.30367,12806.44456,43835.49,84119.53,122325.94,210358.46,377242.7197,533798.933,0,0,0,0,0,1434.209477,8593.93,16505.58,27890.19,58286.11,100018.478,118850.0216,0,0,0,0,0,0,0,0,0,0,1122039.65,2056767.58,0,0,0,225917.23,729248.81,5273464.07,18401640.74,25300321.52,31500299.24,48092171.26,81274141.19,99454206.66,10778.28,77494.94,188796.42,371624.57,734860.81,2552115.13,12218142.65,19115917.2,25363946.92,39244320.34,68419100.27,101749303.5,114.155556,22.281033,75,B,2.93,22048.51,523.8432,5045.01,980.9127,3598.4,248.6321,240.6596,921.815,3578.55,8088.5,2029.5,2502.68,31155.47223,8031.604659,8031.604659,8031.604659,10.00100018,6.26119231,8.5261554,6.888483436,8.188243793,5.51597432,5.483383305,6.826344503,8.182713797,8.998197964,7.615545535,7.82511728,10.34674518,8.99113962,8.99113962,8.99113962,0.575700603,0.613175389,0.535162011,0.527442606,0.482288538,0.420537187,0.275733134,0.181887755,0.146446037,0.11421979,0.108111253,0.101018208,17.44527755,17.71391573,19.13457604,17.67425818,16.98166367,17.14588874,11.38244204,6.848905195,5.256342374,3.966314886,3.32390308,3.037964167,0,0,7.96E-06,7.07E-06,8.91E-06,7.64E-06,4.10E-06,2.79E-06,1.91E-06,1.71E-06,1.40E-06,0,0,0,2.39E-05,2.48E-05,1.91E-05,1.31E-05,8.91E-06,8.28E-06,6.97E-06,7.06E-06,6.43E-06,0,0,0,0,0,3.18E-07,2.83E-07,2.39E-07,3.18E-07,3.18E-07,3.18E-07,0,0,0,1.27E-06,1.59E-06,7.07E-07,4.77E-07,3.18E-07,4.77E-07,3.82E-07,0.009188,0.008522,0.00685,0.004887,0.008102,0.021234,0.02785,0.020157,0.017504,0.015226,0.015631,0.017162,0,0,0.00248282,0.001130001,0.001174452,0.000897359,0.001233759,0.000954513,0.000789071,0.000939155,0.001126401,0.001106068,0,0,998.640359,14083.07357,15836.34768,52152.79616,353193.581,478276.3402,698196.7652,2251158.88,3849268.09,5367017.86,0,0,1.586817,1345.314089,16392.19177,63538.8795,590547.1472,1852813.595,3690843.899,9573362.72,14939318.17,19517566.3,1258.237053,4093.017439,12584.56899,44397.85998,81444.63565,143683.1946,215271.976,227958.4419,248326.148,647819.75,867283.14,996699.8172,0,0,13.180068,9995.949954,36087.61894,122978.008,308734.0919,564029.3394,857724.9152,1603686.1,3560144.81,4777770.919,0,0,0,42.701533,17235.64486,118140.7644,551309.2359,1051165.923,1582175.599,2380572.18,4410902.72,6776240.214,385.840866,2566.795706,8487.310767,25914.70851,45629.38909,94710.17657,217889.9797,322047.2112,457280.7768,732876.09,924732.72,1095097.26,0,0,0,0,0,0,0,0,0,0,23877.13,128147.464,0.001018592,0.00063662,0.000445634,0.000278521,0.000244038,0.000276293,0.000212631,0.000142603,0.000107032,8.04E-05,7.65E-05,6.62E-05,0,0.000127324,3.18E-05,7.96E-06,3.54E-06,2.55E-06,2.86E-06,2.12E-06,1.59E-06,1.56E-06,1.55E-06,1.52E-06,114.9870121,60,1
CW-C-3,147.5717656,160.5746215,,,,,0,0,0,0,0,0,0,0,0,0,6740.454924,12087.50765,0,54.17324993,313.046717,1273.044156,3805.117592,13050.91118,32855,48304.06,75462.74,143193.34,268419.1615,322646.9277,93.831416,325.8764884,915.7283567,2605.131592,5178.558834,14177.17952,43024.23,82929.83,123177.83,212116.83,381712.91,539306.547,0,0,0,0,0,1096.885925,8554.78,16099.06,27424.99,58491.91,100883.8913,120221.286,0,0,0,0,0,0,0,0,0,0,1166982.18,2100314.34,0,42743.6,85148.12,263472.32,1267753.87,5782690.5,18420563.98,25386204.82,31526727.42,49241217.35,81931538.34,100469396.1,19626.69,84266.23,157624.13,334518.84,772518.69,3257816.05,12133911.25,19392073.98,25572826.21,39932619.36,69227571.7,103266106.3,114.156097,22.281347,69,B,4.765306,22096.09,458.5009,5048.83,933.8204,3651.92,183.1867,175.1513,912.0567,3637.36,8046.46,1973.28,2461.81,31140.99908,8091.113713,8091.113713,8091.113713,10.00315584,6.127962265,8.526912387,6.83928413,8.203009673,5.210505853,5.165650417,6.815702194,8.199014011,8.992987209,7.587452641,7.808650631,10.34628053,8.998521666,8.998521666,8.998521666,0.550079415,0.553680713,0.565296413,0.559007589,0.485418164,0.413518535,0.276331081,0.179893264,0.14770065,0.115787568,0.1100849,0.102031607,34.55194046,27.32048832,24.19222054,22.24508401,19.46333589,16.89974984,11.44023773,6.820794337,5.32624795,4.043875468,3.382819998,3.06107572,0,0,0,1.06E-05,1.15E-05,8.28E-06,4.10E-06,2.94E-06,1.91E-06,1.69E-06,1.40E-06,0,0,0,1.59E-05,2.48E-05,2.04E-05,1.40E-05,8.49E-06,8.28E-06,7.11E-06,7.06E-06,6.46E-06,0,0,0,0,0,3.18E-07,2.83E-07,2.39E-07,3.18E-07,3.38E-07,3.18E-07,0,0,0,1.27E-06,1.59E-06,7.07E-07,4.77E-07,3.18E-07,4.58E-07,3.82E-07,0.01242,0.011298,0.009204,0.006063,0.00568,0.017424,0.026011,0.020112,0.017394,0.015202,0.015945,0.017425,0,0,0.001817756,0.001130001,0.001556684,0.000984743,0.001223718,0.000922784,0.00078592,0.001001947,0.001137117,0.001125179,0,0,206.234401,6193.455713,16816.78381,74362.20204,370059.9575,480491.0169,741669.2616,2255544.7,3877648.12,5427349.987,0,0,0,682.872115,8795.071731,61674.04096,496317.0014,1748545.509,3515774.244,9443720.35,14983415.35,19568403.64,1292.274246,4712.185134,18614.19137,63040.63459,97644.60566,145692.9884,219451.4111,227958.4419,258283.3415,680448.02,872051.73,998168.4703,0,0,0,6572.664135,25632.44879,125162.0562,314295.0445,567707.5961,845859.5243,1583990.41,3595538.29,4820549.601,0,0,0,0,5816.127828,77671.59174,534965.6312,1017514.279,1579488.938,2347719.08,4497365.25,6848384.17,0,268.38018,3884.18821,16348.6694,43336.72943,94144.24547,219311.0798,318775.5568,461327.3765,752160.16,930348.94,1097922.039,0,0,0,0,0,0,0,0,0,0,23877.13,128147.464,0.000509296,0.000763944,0.000509296,0.000286479,0.000265258,0.000296665,0.000211994,0.000142461,0.000107987,8.21E-05,7.76E-05,6.70E-05,0,0.000127324,3.18E-05,7.96E-06,3.54E-06,3.82E-06,3.50E-06,1.98E-06,1.67E-06,1.59E-06,1.57E-06,1.54E-06,112.5631334,60,1
EN-A-1,94.40861845,,14.09100888,35.65474542,24.87287715,7.746094974,0,0,0,0,0,391.9173145,3362.35,4225.88,6870.43,15189,40579.34724,64690.42539,89.08311695,285.9135801,642.3530847,2346.77858,5025.986009,11791.7919,28098.85,48769.53,82852.54,175110.36,260204.3367,358068.525,0,43.43852056,95.2044737,1089.618141,2374.492717,7204.873621,32065.78,60037.23,107436.78,226298.38,377074.0838,538168.753,0,0,0,284.9426427,1803.492528,11174.26832,19464.23,21408.75,25160.97,48932.06,88817.10302,125588.4208,0,0,0,0,0,134062.68,624630.68,759071.14,1373199.12,2749449.95,6202357.06,10711723.24,0,0,361878.69,1463085.82,3203579.52,6723508.08,12233942.66,16771532.15,25176903.62,58661550.94,82414903.22,110850453.2,0,0,58839.97,547624.37,884997.97,2270173.62,9142098.88,14531275.78,23799348.72,47086259.41,72516752.56,106435793.7,114.183403,22.282255,13,B,0,24841.34,17.5861,6843.08,935.4092,6454.84,238.1067,228.4352,2224.79,5706.85,5498.26,845.7068,2224.63,32088.09045,9980.253129,9980.253129,9980.253129,10.12026435,2.867110994,8.83099274,6.8409841,8.772585714,5.472718739,5.431252494,7.707415638,8.64942172,8.612186734,6.740172711,7.707344661,10.37624023,9.208363733,9.208363733,9.208363733,0,0.029038865,0.251930478,0.257764426,0.255418752,0.212287222,0.188260041,0.169669204,0.155471869,0.136658825,0.119644824,0.107984502,0,1.465480886,10.26650482,11.43368014,12.9517459,11.23558975,7.568396572,6.331151265,5.30474984,4.538101904,3.85122341,3.351176599,0,0,0,0,0,2.86E-06,2.41E-06,2.23E-06,2.09E-06,1.57E-06,1.34E-06,0,0,9.55E-05,3.18E-05,2.83E-05,2.16E-05,1.88E-05,1.57E-05,1.19E-05,9.90E-06,7.94E-06,7.17E-06,0,0,0,0,0,6.37E-07,5.66E-07,3.98E-07,3.18E-07,2.98E-07,3.44E-07,0,0,0,0,3.18E-07,8.49E-07,4.77E-07,3.54E-07,4.38E-07,4.58E-07,0.013132,0.013088,0.015991,0.019899,0.022411,0.022274,0.026068,0.026548,0.023468,0.019104,0.019237,0.019334,0,0,0,0.002739106,0.001370962,0.001462361,0.00264141,0.001797474,0.001385955,0.001215113,0.001241941,0.001260131,199.529029,2313.680543,8204.406414,22815.50177,52552.17925,113457.6173,475629.0246,882208.4743,1204187.612,2805111.3,3889969.78,5049556.91,0,0,0,0,3005.347736,64207.04704,275918.0791,1033704.141,2470796.843,7665720.99,13737887.92,19376004.81,0,64.27063,3758.080337,6987.578926,6987.580525,16018.30703,53001.65163,77752.19599,268900.9246,855536.53,1044394.8,1156414.381,0,0,7.687275,2470.271934,6983.231584,27043.66531,276230.0925,605523.3306,869574.7919,1638660.37,2955753.51,4517374.439,0,0,0,0,0,0,160017.962,632334.8507,1376531.619,2453173.59,4772277.29,6773309.613,0,155.316418,6698.441257,35373.18457,75891.33486,174183.4693,360275.0382,508678.231,598885.3184,736044.63,1153469.92,1328526.028,0,0,0,0,0,0,0,0,0,0,0,18728.16173,0.001018592,0.000763944,0.00031831,0.000310352,0.000297089,0.000261014,0.000187166,0.000132983,0.000114671,9.73E-05,8.36E-05,7.26E-05,0,0,0,2.39E-05,1.06E-05,1.02E-05,3.50E-06,2.12E-06,2.39E-06,1.87E-06,1.41E-06,1.49E-06,147.1680922,60,2
EN-A-2,172.5749884,330.4264561,24.25064259,55.69117164,39.97090712,,0,0,0,0,0,448.0362534,3408.06,4233.38,6900.05,15275.38,40659.09969,64824.92381,64.48303036,243.2138658,602.3128227,2165.787427,5017.082614,12158.27053,28225.26,48875.95,81673.33,173273.41,258097.0647,355683.0795,0,59.69155032,119.162796,1125.887075,2554.458777,6721.848612,32622.57,60860.04,106883.68,225647,376254.1113,536081.82,0,0,0,318.0508346,1785.749961,10237.29913,19642.02,21251.36,25164.59,47340.69,88121.01653,122644.134,0,0,0,0,0,134062.68,624630.68,759071.14,1373199.12,2749449.95,6066554.89,10753558.9,0,224983.01,224983.01,1418137.8,3318019.61,6774303.02,12219738.88,16731598.56,24451472.98,57784469.87,81914871.25,109825863.6,0,58839.97,58839.97,539185.04,917814.23,1980661.75,9123005.82,14623683.71,23396680.4,46648277.68,72594786,106085393.7,114.183716,22.282068,22,B,0,24876.72,49.4827,6880.34,967.9844,6458.7,215.3161,205.8106,2262.88,5722.11,5460.02,875.886,2249.97,32120.16413,9989.412778,9989.412778,9989.412778,10.12168782,3.901623444,8.836423804,6.875216019,8.773183977,5.372107341,5.326956467,7.724391958,8.652093642,8.605207107,6.775235931,7.718671131,10.37723928,9.209281089,9.209281089,9.209281089,0.292428479,0.312306525,0.335196994,0.323320608,0.281398017,0.219801019,0.192718206,0.171239879,0.153553175,0.13602996,0.11925836,0.107787845,10.10574735,10.03968526,14.78609308,14.80680465,14.93985426,11.68862352,7.587004387,6.376368607,5.241568732,4.519110698,3.833687129,3.342543563,0,0,0,0,0,2.55E-06,2.41E-06,2.07E-06,2.12E-06,1.57E-06,1.35E-06,0.000509296,0.000127324,6.37E-05,3.98E-05,3.18E-05,2.42E-05,1.88E-05,1.58E-05,1.19E-05,9.94E-06,7.92E-06,7.17E-06,0,0,0,0,0,6.37E-07,5.66E-07,3.98E-07,3.18E-07,2.98E-07,3.44E-07,0,0,0,0,9.55E-07,7.07E-07,4.77E-07,3.54E-07,4.38E-07,4.58E-07,0.02137,0.022348,0.021117,0.022156,0.02412,0.023149,0.027033,0.026856,0.023561,0.018986,0.019149,0.019244,0,0,0,0.002551619,0.001370962,0.001527515,0.00273395,0.001825107,0.001368459,0.001204061,0.001233673,0.001244701,0,25.440992,4310.176608,20570.72852,45099.23486,104112.9035,471539.948,880491.8317,1174307.603,2791893.22,3906242.82,5065098.843,0,0,0,89.042068,4338.175271,79825.7469,292300.0507,1078964.558,2536088.787,7705794.76,13712665.25,19396910.74,0,0,2021.998976,6987.578926,6987.580525,16416.42032,53135.06092,78150.78597,246335.1673,848995.23,1042507.05,1152390.61,0,0,218.472983,2222.57229,5190.978793,23473.57343,283814.3307,612282.3181,875054.2975,1626303.08,2940597.94,4496276.87,0,0,0,0,0,831.35592,183320.186,652895.2581,1403257.434,2439783.8,4745887.14,6749041.508,468.656033,2460.705899,12258.68299,44814.59722,84465.38944,181956.3553,362043.0039,508560.7369,597223.3971,730450.89,1149204.83,1328336.878,0,0,0,0,0,0,0,0,0,0,0,18728.16173,0.001018592,0.000763944,0.00031831,0.000286479,0.000300626,0.000259741,0.000187803,0.000133973,0.00011292,9.67E-05,8.34E-05,7.24E-05,0,0,0,2.39E-05,1.41E-05,1.15E-05,3.50E-06,2.12E-06,2.15E-06,1.87E-06,1.41E-06,1.48E-06,136.7279982,60,2
EN-B-5,207.7320129,,24.7581639,42.84601487,33.80208939,14.2431062,0,0,0,114.6312823,808.9485312,5865.422806,11417.05,21137.09,31507.7,45700.09,73059.77371,83911.46458,88.91747827,194.4490279,431.2401856,1472.621503,2246.994087,4848.139934,10723.86,19662.93,42721.17,118869.25,229044.6694,376216.945,48.63865285,112.4701565,475.8535943,2797.194457,5022.02363,10556.86532,20825.69,32680.14,61536.88,160632.17,368190.2087,595298.9488,0,0,0,0,0,0,712.2,3079.52,6741.34,35859.13,78835.94267,124489.0927,0,0,0,43798.57,438596.7,1507402.36,1996106.14,3434902.43,4876657.89,6949939.37,12210370.85,13601838.34,20626.59,41249.28,101706.57,337559.94,457303.46,925214.18,2135728.22,3921979.99,9614490.43,36015718.26,69153316.55,120882423.1,17431.29,17431.29,72615.54,748902.22,1271015.56,2324388.48,3626930.52,6074878.99,10236300.05,32847610.36,77561823.59,125069790.1,114.200401,22.291046,52,B,2.339622,26425.98,253.9272,7601.67,410.3139,8257.82,15.7604,5.485,3503.11,7686.05,4746.13,2802.44,389.6747,31976.36751,11930.86236,11930.86236,11930.86236,10.18210274,5.537047627,8.936123662,6.016922485,9.01891534,2.757501141,1.702019478,8.161407399,8.947161796,8.465084917,7.93824427,5.965312292,10.37275239,9.386883797,9.386883797,9.386883797,0.283876945,0.463044023,0.562613043,0.476373737,0.383832098,0.30775807,0.167627853,0.103355089,0.100532866,0.112140836,0.132340474,0.124312289,11.93829383,19.18743338,29.24899503,21.17700107,16.07399524,11.09842194,6.019344517,3.929949338,3.596083234,3.648376034,4.132042847,3.904097693,0,0,0,3.54E-06,2.55E-06,1.27E-06,1.56E-06,1.19E-06,1.27E-06,1.49E-06,1.62E-06,0,0,3.18E-05,3.98E-05,2.83E-05,1.91E-05,1.56E-05,1.02E-05,8.36E-06,8.95E-06,9.81E-06,9.05E-06,0,0,7.96E-06,3.54E-06,1.27E-06,6.37E-07,4.24E-07,2.39E-07,3.18E-07,4.58E-07,4.33E-07,0,0,0,0,0,5.66E-07,3.18E-07,3.54E-07,5.77E-07,5.73E-07,0.118492,0.118489,0.118481,0.118478,0.114035,0.084349,0.041099,0.030233,0.024805,0.021611,0.024754,0.025052,0,0,0.000509296,0.000127324,0.000453489,0.002205106,0.001032149,0.00084571,0.000703283,0.001169324,0.001398616,0.001354829,0,0,0,0,9064.289682,42567.69595,103243.6293,241071.2261,680883.4608,2444268.39,5513095.09,7099551.033,0,0,0,803.424321,27057.82312,93088.50022,497809.0033,1051059.299,1879447.641,4381299.85,8541080.57,16177981.86,0,0,0,440.617646,440.617646,1206.958928,40461.7345,76376.10724,184286.2582,625140.08,982084.04,1233195.521,0,4.700809,374.243391,2884.247599,18031.85384,67694.90679,259194.2222,326251.4682,499921.1545,1266540.37,3285498.54,5129668.634,0,0,3985.017053,35519.48186,77632.58036,185930.0603,398695.0443,480981.5658,769438.5959,2052612.84,5150281.8,9370602.042,536.188124,3817.93168,15332.19031,44205.97727,67626.56239,93801.80182,161437.2693,260883.5409,448223.408,785869.85,911176.72,1078356.251,0,0,0,0,0,0,0,0,0,0,2376.85,118504.95,0.001018592,0.000381972,0.000190986,0.000270563,0.00020867,0.000156608,7.80E-05,5.76E-05,5.83E-05,7.44E-05,8.37E-05,8.17E-05,0,0.000127324,3.18E-05,1.59E-05,7.07E-06,3.82E-06,1.59E-06,8.49E-07,1.03E-06,1.31E-06,1.83E-06,1.91E-06,163.7468323,60,1
